account_id,country,industry,account_age_months,monthly_tpv,tpv_trend_3m_pct,txn_count_monthly,avg_ticket_size,num_products_used,login_freq_monthly,disputes_90d,chargebacks_90d,support_tickets_90d,failed_txn_ratio,churn
SMB_EU_003443,DE,Retail,13,4022.09,10.29,34,118.3,1,9,0,0,1,0.043,0
SMB_EU_003444,UK,E-commerce,19,11044.14,-3.4,77,143.43,1,10,0,0,0,0.058,0
SMB_EU_003445,UK,E-commerce,47,24932.5,-56.82,137,181.99,4,9,1,2,1,0.085,1
SMB_EU_003446,IT,Retail,63,9508.99,-27.58,35,271.69,3,13,1,0,2,0.021,0
SMB_EU_003447,ES,Subscription,20,17433.18,11.0,90,193.7,2,12,1,0,0,0.152,0
SMB_EU_003448,ES,Services,67,6810.77,9.77,30,227.03,3,10,0,1,1,0.082,0
SMB_EU_003449,IT,E-commerce,35,44388.69,3.65,256,173.39,3,19,2,0,1,0.141,0
SMB_EU_003450,DE,E-commerce,24,16696.57,-7.44,62,269.3,3,8,0,0,0,0.036,0
SMB_EU_003451,NL,E-commerce,22,17135.24,-72.2,76,225.46,1,2,0,1,4,0.181,1
SMB_EU_003452,IT,Hospitality,14,7277.54,-0.79,73,99.69,3,11,0,0,2,0.028,0
SMB_EU_003453,IT,Retail,39,7344.47,-60.55,40,183.61,2,5,1,0,2,0.028,1
SMB_EU_003454,FR,Retail,74,13307.05,-11.27,51,260.92,3,14,2,0,0,0.035,0
SMB_EU_003455,UK,Services,24,5764.18,18.92,24,240.17,2,6,1,1,1,0.135,0
SMB_EU_003456,DE,E-commerce,12,24069.81,-27.76,86,279.88,4,15,1,0,1,0.185,0
SMB_EU_003457,NL,E-commerce,43,26436.62,10.16,203,130.23,2,7,1,0,3,0.091,0
SMB_EU_003458,IT,Services,19,6465.7,-19.91,22,293.9,2,10,0,1,2,0.006,0
SMB_EU_003459,IT,Hospitality,13,8107.5,12.24,57,142.24,3,10,2,0,0,0.037,0
SMB_EU_003460,IT,E-commerce,7,8181.31,5.97,90,90.9,2,11,1,0,1,0.14,0
SMB_EU_003461,FR,Hospitality,38,4312.63,-6.95,23,187.51,1,17,1,1,1,0.094,0
SMB_EU_003462,DE,Retail,56,13269.55,-44.36,127,104.48,2,10,0,0,1,0.061,0
SMB_EU_003463,IT,Services,9,11747.22,-33.72,51,230.34,2,15,0,0,1,0.127,0
SMB_EU_003464,IT,E-commerce,21,4682.31,0.56,17,275.43,1,9,1,0,2,0.136,0
SMB_EU_003465,DE,Services,22,3556.3,-6.03,13,273.56,3,14,1,0,0,0.109,0
SMB_EU_003466,ES,Subscription,14,9128.46,-10.47,43,212.29,3,11,1,0,2,0.024,0
SMB_EU_003467,NL,Subscription,66,5310.36,-0.3,27,196.68,2,14,0,0,1,0.224,0
SMB_EU_003468,IT,Subscription,7,5494.31,0.94,18,305.24,2,21,0,0,1,0.255,0
SMB_EU_003469,ES,E-commerce,36,19945.47,-45.54,96,207.77,1,7,1,0,2,0.031,1
SMB_EU_003470,DE,E-commerce,40,38740.12,24.2,136,284.85,4,7,1,0,2,0.091,0
SMB_EU_003471,DE,E-commerce,14,4432.47,10.96,16,277.03,3,13,0,1,1,0.048,0
SMB_EU_003472,ES,Hospitality,11,5416.63,-43.88,38,142.54,2,19,1,0,0,0.071,0
SMB_EU_003473,IT,Services,16,6602.22,-1.55,80,82.53,3,14,1,1,4,0.229,0
SMB_EU_003474,IT,Retail,5,12776.02,7.67,72,177.44,1,10,0,0,2,0.01,0
SMB_EU_003475,ES,Subscription,76,10899.33,-13.44,40,272.48,1,9,0,0,1,0.023,0
SMB_EU_003476,ES,Services,17,14386.34,9.99,55,261.57,1,14,0,0,1,0.1,0
SMB_EU_003477,UK,Subscription,19,9157.46,-3.07,43,212.96,1,14,0,0,0,0.034,1
SMB_EU_003478,NL,Services,84,10986.13,-15.33,96,114.44,2,14,0,0,2,0.146,0
SMB_EU_003479,NL,E-commerce,6,10178.01,-0.34,98,103.86,2,6,0,1,0,0.244,0
SMB_EU_003480,FR,Retail,24,8283.22,-4.38,29,285.63,2,8,1,0,1,0.07,0
SMB_EU_003481,DE,Retail,44,3864.42,34.85,22,175.66,2,12,1,0,1,0.06,0
SMB_EU_003482,IT,E-commerce,76,25753.46,6.53,116,222.01,1,12,2,2,0,0.014,1
SMB_EU_003483,FR,Hospitality,6,5581.7,-5.24,20,279.09,3,9,1,1,1,0.116,0
SMB_EU_003484,UK,Services,83,6197.4,-7.89,23,269.45,1,6,0,0,1,0.107,0
SMB_EU_003485,IT,Services,21,4142.99,0.57,20,207.15,2,9,1,0,1,0.112,0
SMB_EU_003486,IT,Hospitality,21,8530.23,-6.66,46,185.44,2,16,2,0,0,0.258,0
SMB_EU_003487,FR,Retail,9,10154.35,-26.1,42,241.77,1,11,1,0,3,0.074,0
SMB_EU_003488,DE,Retail,28,4404.61,-13.06,28,157.31,2,16,2,1,2,0.06,0
SMB_EU_003489,DE,Retail,83,4560.27,9.94,21,217.16,3,10,2,1,3,0.047,0
SMB_EU_003490,NL,E-commerce,27,14752.15,-57.74,173,85.27,2,15,1,0,2,0.083,0
SMB_EU_003491,DE,E-commerce,13,22282.34,5.64,85,262.15,2,7,0,0,3,0.031,0
SMB_EU_003492,IT,Retail,15,24463.42,-30.45,82,298.33,1,9,1,0,1,0.178,0
SMB_EU_003493,UK,E-commerce,16,17990.52,-36.27,62,290.17,2,8,2,0,1,0.064,1
SMB_EU_003494,UK,Retail,69,14642.97,16.45,92,159.16,3,12,0,1,3,0.054,0
SMB_EU_003495,IT,Hospitality,79,2279.71,-26.64,12,189.98,2,11,1,0,0,0.057,0
SMB_EU_003496,DE,E-commerce,7,50190.4,5.57,380,132.08,1,5,1,1,0,0.051,0
SMB_EU_003497,UK,E-commerce,10,21573.42,20.15,147,146.76,3,16,1,0,2,0.063,0
SMB_EU_003498,UK,E-commerce,11,14560.14,25.2,81,179.75,1,13,1,0,2,0.012,0
SMB_EU_003499,DE,Subscription,17,8153.17,-38.94,33,247.07,3,8,1,2,3,0.276,1
SMB_EU_003500,ES,Retail,89,4116.99,11.7,49,84.02,4,13,0,0,0,0.031,0
SMB_EU_003501,FR,E-commerce,82,9163.96,-15.85,55,166.62,2,14,0,0,3,0.072,0
SMB_EU_003502,ES,Services,26,15732.04,-34.98,78,201.69,4,10,1,0,2,0.054,0
SMB_EU_003503,UK,Hospitality,18,3314.67,19.28,26,127.49,1,12,1,0,1,0.162,0
SMB_EU_003504,DE,Subscription,3,4914.86,-0.54,51,96.37,1,8,1,0,2,0.026,0
SMB_EU_003505,UK,E-commerce,30,9842.58,5.91,50,196.85,1,13,0,0,0,0.044,0
SMB_EU_003506,IT,E-commerce,28,7309.26,-9.32,33,221.49,3,12,0,2,1,0.062,0
SMB_EU_003507,UK,Retail,9,8073.81,-2.47,37,218.21,2,6,1,2,0,0.205,0
SMB_EU_003508,NL,Hospitality,35,11531.77,6.51,73,157.97,1,10,0,0,0,0.096,0
SMB_EU_003509,UK,E-commerce,49,10399.47,-10.45,79,131.64,1,16,2,0,2,0.016,0
SMB_EU_003510,DE,Retail,9,3509.41,-3.35,27,129.98,3,6,2,1,3,0.061,0
SMB_EU_003511,FR,E-commerce,17,17870.78,11.41,201,88.91,1,12,1,0,2,0.03,0
SMB_EU_003512,DE,E-commerce,47,14506.34,-12.9,120,120.89,1,10,0,0,2,0.067,0
SMB_EU_003513,UK,Retail,15,14600.8,-83.58,56,260.73,1,12,3,1,0,0.068,1
SMB_EU_003514,ES,Hospitality,17,4567.9,29.65,57,80.14,1,10,0,0,2,0.046,0
SMB_EU_003515,UK,Hospitality,18,5132.87,-3.9,57,90.05,1,5,1,1,3,0.026,0
SMB_EU_003516,UK,Retail,36,7313.51,14.47,68,107.55,2,10,1,0,0,0.057,0
SMB_EU_003517,DE,E-commerce,54,15822.81,17.42,92,171.99,2,11,1,0,2,0.184,0
SMB_EU_003518,FR,Services,73,3950.73,23.47,26,151.95,2,10,0,0,1,0.043,0
SMB_EU_003519,DE,E-commerce,51,10753.85,-10.92,90,119.49,3,10,0,0,2,0.037,0
SMB_EU_003520,DE,E-commerce,26,4942.26,-3.38,47,105.15,4,7,0,0,3,0.02,0
SMB_EU_003521,FR,E-commerce,40,10684.75,-0.8,37,288.78,1,5,0,1,1,0.101,0
SMB_EU_003522,NL,Hospitality,8,9215.56,-5.36,33,279.26,1,14,3,0,0,0.127,0
SMB_EU_003523,FR,Subscription,97,14989.83,19.78,60,249.83,1,10,0,0,2,0.083,0
SMB_EU_003524,DE,Hospitality,13,4522.62,-1.15,33,137.05,2,6,0,1,2,0.201,0
SMB_EU_003525,DE,Retail,38,17446.4,-24.28,115,151.71,1,10,0,0,3,0.066,0
SMB_EU_003526,DE,E-commerce,29,14743.88,-9.5,65,226.83,3,5,1,0,1,0.104,0
SMB_EU_003527,UK,Services,8,2240.57,-23.68,16,140.04,2,7,0,1,1,0.083,0
SMB_EU_003528,ES,Retail,14,2968.36,-3.43,15,197.89,3,9,1,0,2,0.031,0
SMB_EU_003529,UK,Subscription,56,18693.56,10.09,84,222.54,2,10,1,0,3,0.144,0
SMB_EU_003530,NL,Subscription,23,7195.26,-9.82,37,194.47,2,14,2,0,0,0.138,0
SMB_EU_003531,FR,Retail,12,3861.3,-6.05,23,167.88,3,14,4,1,2,0.122,0
SMB_EU_003532,ES,Subscription,21,2320.21,-4.12,15,154.68,1,9,0,0,0,0.053,0
SMB_EU_003533,FR,E-commerce,12,11829.79,2.11,47,251.7,2,9,1,0,1,0.081,0
SMB_EU_003534,FR,Services,17,6374.39,7.74,26,245.17,1,9,1,1,2,0.053,0
SMB_EU_003535,FR,E-commerce,6,9869.36,12.11,42,234.98,2,9,0,2,0,0.205,0
SMB_EU_003536,DE,E-commerce,26,7973.34,33.83,49,162.72,3,13,1,1,0,0.107,0
SMB_EU_003537,FR,Hospitality,29,4315.16,1.85,17,253.83,1,16,0,0,1,0.083,0
SMB_EU_003538,FR,Services,17,10541.85,11.04,36,292.83,2,11,0,1,3,0.14,0
SMB_EU_003539,IT,Retail,56,3468.26,-23.81,15,231.22,3,11,0,1,1,0.085,0
SMB_EU_003540,DE,Hospitality,18,4082.62,-5.69,24,170.11,2,9,1,0,2,0.112,0
SMB_EU_003541,DE,Retail,23,16541.89,-39.83,65,254.49,1,12,0,1,0,0.157,0
SMB_EU_003542,ES,E-commerce,16,20177.25,-15.26,94,214.65,4,8,2,0,2,0.066,0
SMB_EU_003543,DE,E-commerce,19,16701.97,-8.04,61,273.8,1,17,1,0,1,0.107,0
SMB_EU_003544,FR,E-commerce,42,10165.33,-48.67,43,236.4,1,3,2,0,0,0.081,0
SMB_EU_003545,UK,E-commerce,9,15277.07,-60.96,61,250.44,4,6,1,0,2,0.016,1
SMB_EU_003546,DE,Retail,35,5793.54,39.03,26,222.83,1,9,1,1,2,0.112,0
SMB_EU_003547,DE,Retail,15,4776.99,-46.07,48,99.52,3,8,1,1,0,0.057,0
SMB_EU_003548,NL,Retail,9,4184.58,30.02,22,190.21,1,7,0,0,2,0.142,0
SMB_EU_003549,FR,E-commerce,20,24010.89,22.39,260,92.35,3,9,0,0,0,0.036,0
SMB_EU_003550,IT,Subscription,69,8679.65,-9.59,49,177.14,3,9,0,1,2,0.023,0
SMB_EU_003551,ES,Retail,38,9661.51,0.56,41,235.65,2,11,2,1,1,0.158,1
SMB_EU_003552,DE,Subscription,19,9857.46,-36.69,57,172.94,2,13,1,0,3,0.133,0
SMB_EU_003553,IT,Services,12,6514.23,-2.43,81,80.42,1,13,0,0,1,0.173,0
SMB_EU_003554,NL,Hospitality,80,5149.65,-48.65,32,160.93,1,8,1,2,2,0.061,0
SMB_EU_003555,DE,Hospitality,31,4494.1,-6.62,47,95.62,3,5,0,1,0,0.108,0
SMB_EU_003556,IT,Services,26,3065.68,5.39,12,255.47,3,17,1,0,2,0.125,0
SMB_EU_003557,FR,Retail,37,3424.86,5.0,14,244.63,3,10,0,0,0,0.08,0
SMB_EU_003558,NL,E-commerce,40,7650.95,3.8,30,255.03,4,13,2,0,1,0.139,0
SMB_EU_003559,DE,Hospitality,18,4818.72,-0.9,56,86.05,4,11,1,1,0,0.015,0
SMB_EU_003560,NL,Hospitality,46,2293.17,12.91,26,88.2,3,14,1,0,0,0.025,0
SMB_EU_003561,FR,Services,7,2181.62,-3.86,8,272.7,4,14,0,0,1,0.048,0
SMB_EU_003562,ES,Retail,39,14950.21,20.87,139,107.56,1,9,1,1,1,0.172,0
SMB_EU_003563,DE,Hospitality,18,6863.84,-71.51,30,228.79,3,16,1,0,0,0.122,1
SMB_EU_003564,FR,E-commerce,57,11438.08,9.85,45,254.18,3,7,1,0,0,0.075,0
SMB_EU_003565,NL,E-commerce,17,58615.25,7.33,328,178.71,1,15,1,0,3,0.098,0
SMB_EU_003566,ES,E-commerce,50,5579.51,-10.12,28,199.27,4,6,0,1,1,0.03,0
SMB_EU_003567,IT,Hospitality,32,10773.9,-5.33,83,129.81,1,9,0,0,2,0.08,0
SMB_EU_003568,IT,Services,44,4676.54,6.97,17,275.09,2,9,0,0,1,0.021,0
SMB_EU_003569,ES,E-commerce,27,24024.6,13.74,164,146.49,1,16,0,0,0,0.024,0
SMB_EU_003570,UK,Services,5,5337.78,-81.67,42,127.09,2,10,0,0,2,0.051,1
SMB_EU_003571,FR,E-commerce,54,4877.84,9.42,25,195.11,2,10,2,0,1,0.051,0
SMB_EU_003572,NL,Retail,57,8471.59,-6.86,69,122.78,2,6,1,0,0,0.068,0
SMB_EU_003573,UK,Retail,20,9784.26,-34.74,42,232.96,3,9,1,0,2,0.115,1
SMB_EU_003574,UK,Retail,15,2147.38,-27.59,11,195.22,3,14,0,0,2,0.12,1
SMB_EU_003575,UK,E-commerce,47,48157.61,36.68,428,112.52,3,9,1,0,1,0.069,0
SMB_EU_003576,FR,E-commerce,32,18079.43,-13.29,191,94.66,1,10,1,0,1,0.139,0
SMB_EU_003577,DE,Services,23,7482.98,21.45,68,110.04,2,10,2,0,1,0.115,0
SMB_EU_003578,NL,Services,36,2484.62,-1.04,23,108.03,3,7,0,1,0,0.094,0
SMB_EU_003579,ES,Retail,20,12107.34,-12.28,81,149.47,3,13,1,0,0,0.047,0
SMB_EU_003580,NL,Retail,56,15381.17,3.98,58,265.19,3,8,0,0,3,0.028,0
SMB_EU_003581,NL,E-commerce,21,17464.86,15.44,189,92.41,1,6,0,1,1,0.083,0
SMB_EU_003582,ES,E-commerce,47,14915.89,-23.29,138,108.09,1,8,1,0,3,0.234,1
SMB_EU_003583,FR,Retail,27,4679.96,10.52,32,146.25,4,10,0,0,1,0.094,0
SMB_EU_003584,UK,Retail,33,7026.7,-0.18,35,200.76,3,6,0,1,3,0.095,0
SMB_EU_003585,FR,Subscription,79,6619.41,8.66,27,245.16,1,6,0,0,2,0.116,0
SMB_EU_003586,FR,Services,18,7047.23,0.16,25,281.89,2,17,0,0,1,0.025,0
SMB_EU_003587,NL,Retail,45,4804.32,-8.58,28,171.58,2,6,0,0,0,0.125,0
SMB_EU_003588,ES,E-commerce,67,21048.74,-16.7,204,103.18,2,8,1,1,0,0.099,0
SMB_EU_003589,DE,E-commerce,44,9067.16,10.09,71,127.71,2,15,0,0,0,0.049,0
SMB_EU_003590,DE,Services,58,4271.76,10.01,30,142.39,2,11,1,1,1,0.083,0
SMB_EU_003591,UK,E-commerce,29,21707.91,9.93,86,252.42,4,9,0,0,2,0.035,0
SMB_EU_003592,DE,Retail,42,5244.41,6.41,23,228.02,4,11,0,1,1,0.197,0
SMB_EU_003593,IT,Services,50,7387.28,14.17,59,125.21,4,13,1,0,2,0.038,0
SMB_EU_003594,IT,E-commerce,26,20902.04,-22.27,79,264.58,3,13,2,1,3,0.029,0
SMB_EU_003595,NL,E-commerce,13,12749.34,-28.15,47,271.26,1,7,3,1,1,0.03,0
SMB_EU_003596,IT,E-commerce,12,30117.91,-35.13,110,273.8,2,8,0,1,0,0.019,0
SMB_EU_003597,FR,E-commerce,73,15716.65,25.77,112,140.33,2,13,2,0,1,0.046,0
SMB_EU_003598,IT,E-commerce,65,29061.55,-20.12,266,109.25,3,4,2,1,2,0.378,1
SMB_EU_003599,FR,Retail,15,23465.25,-75.64,228,102.92,4,9,1,0,1,0.153,1
SMB_EU_003600,IT,E-commerce,58,12978.18,-41.87,77,168.55,2,4,0,0,0,0.023,0
SMB_EU_003601,DE,Retail,36,11780.13,-24.81,68,173.24,1,5,1,1,1,0.033,0
SMB_EU_003602,IT,Services,27,3410.63,-5.72,13,262.36,1,11,0,0,1,0.017,0
SMB_EU_003603,DE,Retail,15,4304.9,-14.22,31,138.87,2,9,0,1,1,0.149,0
SMB_EU_003604,FR,Retail,24,7114.72,-3.5,33,215.6,1,12,2,0,1,0.074,0
SMB_EU_003605,DE,Hospitality,13,2649.05,4.2,10,264.9,4,6,2,0,1,0.075,0
SMB_EU_003606,DE,Services,21,2848.73,-5.15,20,142.44,2,12,1,0,1,0.099,0
SMB_EU_003607,ES,Services,12,7129.9,-5.91,51,139.8,4,11,1,0,1,0.034,0
SMB_EU_003608,FR,E-commerce,8,11021.64,3.87,49,224.93,1,14,0,1,2,0.088,0
SMB_EU_003609,UK,Retail,59,12252.75,15.66,51,240.25,1,11,1,1,2,0.044,0
SMB_EU_003610,UK,Services,23,5983.98,24.04,21,284.95,2,11,2,0,1,0.019,0
SMB_EU_003611,IT,Hospitality,34,18218.76,-3.28,68,267.92,3,14,1,0,1,0.139,0
SMB_EU_003612,DE,Retail,17,10957.72,-26.32,42,260.9,2,10,1,1,0,0.089,0
SMB_EU_003613,FR,Subscription,22,17562.32,13.15,76,231.08,3,8,2,0,3,0.099,0
SMB_EU_003614,ES,Retail,12,10181.5,-18.48,96,106.06,2,13,0,0,3,0.17,0
SMB_EU_003615,FR,Subscription,73,10848.87,-18.92,42,258.31,3,7,1,1,2,0.103,1
SMB_EU_003616,DE,Services,3,10057.09,-8.66,35,287.35,1,13,0,0,2,0.058,0
SMB_EU_003617,IT,Hospitality,48,8962.4,21.67,54,165.97,2,10,1,0,0,0.148,0
SMB_EU_003618,UK,Subscription,17,10208.93,-7.52,69,147.96,1,14,0,0,2,0.1,0
SMB_EU_003619,ES,Services,12,5656.64,-28.39,29,195.06,1,12,0,0,0,0.048,0
SMB_EU_003620,DE,Retail,8,11049.43,-3.43,38,290.77,2,8,1,1,0,0.075,0
SMB_EU_003621,IT,E-commerce,29,10026.44,-29.71,110,91.15,1,7,0,0,0,0.06,0
SMB_EU_003622,FR,Retail,44,5213.03,-15.82,22,236.96,3,8,0,1,1,0.086,0
SMB_EU_003623,DE,E-commerce,41,35279.21,-8.81,136,259.41,3,10,0,1,0,0.023,0
SMB_EU_003624,UK,Services,19,15303.57,-50.49,60,255.06,2,10,1,2,0,0.033,1
SMB_EU_003625,FR,E-commerce,22,8591.05,-40.96,42,204.55,4,5,2,0,2,0.016,0
SMB_EU_003626,FR,E-commerce,12,10040.77,10.41,36,278.91,4,10,1,0,0,0.037,0
SMB_EU_003627,DE,Hospitality,13,11908.75,-17.69,109,109.25,4,11,2,0,3,0.022,1
SMB_EU_003628,UK,Services,59,6886.41,-5.58,51,135.03,2,8,1,0,1,0.123,0
SMB_EU_003629,ES,Retail,5,12004.7,1.15,81,148.21,2,12,0,0,1,0.023,0
SMB_EU_003630,IT,E-commerce,5,25687.67,-3.93,314,81.81,1,12,1,1,2,0.129,0
SMB_EU_003631,ES,Retail,15,6924.06,-4.04,43,161.02,1,12,0,0,2,0.033,0
SMB_EU_003632,DE,Hospitality,73,7313.64,-25.84,63,116.09,2,12,4,0,0,0.104,0
SMB_EU_003633,NL,Retail,27,9306.91,-17.29,39,238.64,2,10,2,0,0,0.012,0
SMB_EU_003634,FR,Hospitality,108,3584.66,-65.55,21,170.7,2,11,0,0,0,0.265,0
SMB_EU_003635,DE,E-commerce,20,18121.6,-46.4,77,235.35,2,9,2,0,1,0.039,1
SMB_EU_003636,NL,Retail,42,16811.58,9.61,116,144.93,1,12,0,1,2,0.014,0
SMB_EU_003637,UK,Subscription,54,7365.04,-20.59,68,108.31,3,5,0,1,1,0.146,0
SMB_EU_003638,DE,Retail,96,8766.9,10.3,80,109.59,2,15,3,1,1,0.154,0
SMB_EU_003639,FR,E-commerce,16,16980.67,8.98,136,124.86,2,6,0,2,5,0.052,0
SMB_EU_003640,DE,Retail,27,6743.93,-8.16,64,105.37,2,9,0,1,1,0.072,0
SMB_EU_003641,FR,E-commerce,23,22515.21,15.01,175,128.66,1,12,0,1,1,0.05,0
SMB_EU_003642,UK,E-commerce,45,9974.29,11.15,48,207.8,4,11,0,0,0,0.075,0
SMB_EU_003643,NL,E-commerce,68,33369.34,-44.46,245,136.2,1,9,1,1,1,0.043,0
SMB_EU_003644,NL,Retail,68,11648.35,-6.33,75,155.31,2,6,2,1,1,0.149,0
SMB_EU_003645,ES,E-commerce,16,8550.49,-11.37,93,91.94,4,9,1,2,2,0.145,0
SMB_EU_003646,DE,Hospitality,13,16619.31,3.48,60,276.99,1,10,0,0,0,0.034,0
SMB_EU_003647,NL,Services,41,5530.61,15.67,50,110.61,2,12,1,0,0,0.01,0
SMB_EU_003648,NL,E-commerce,10,9720.93,-35.83,62,156.79,2,14,1,0,0,0.034,0
SMB_EU_003649,IT,Hospitality,45,11640.52,1.48,71,163.95,1,11,2,0,2,0.117,0
SMB_EU_003650,UK,Retail,26,10764.4,-23.66,43,250.33,2,13,0,0,2,0.176,0
SMB_EU_003651,ES,E-commerce,61,5180.36,-0.39,28,185.01,2,14,0,0,5,0.03,0
SMB_EU_003652,FR,Retail,55,5836.0,10.71,36,162.11,1,7,0,0,0,0.163,0
SMB_EU_003653,ES,Retail,29,9458.37,-12.35,41,230.69,2,11,1,0,3,0.05,0
SMB_EU_003654,DE,Retail,10,2189.56,-14.07,10,218.96,1,6,0,1,0,0.02,1
SMB_EU_003655,DE,E-commerce,10,15785.51,-62.04,162,97.44,4,6,1,1,2,0.047,1
SMB_EU_003656,DE,Hospitality,27,6596.55,-1.43,44,149.92,3,6,1,0,1,0.022,0
SMB_EU_003657,FR,Subscription,37,4424.38,-68.06,15,294.96,1,7,1,0,3,0.216,1
SMB_EU_003658,NL,Retail,21,9410.52,14.68,51,184.52,3,13,0,1,1,0.165,0
SMB_EU_003659,IT,Hospitality,12,6026.93,-1.05,35,172.2,2,7,0,0,2,0.137,0
SMB_EU_003660,UK,Services,21,2446.51,1.83,22,111.2,1,10,1,0,1,0.041,0
SMB_EU_003661,NL,Hospitality,61,10417.59,9.3,39,267.12,1,10,0,1,3,0.044,0
SMB_EU_003662,NL,E-commerce,21,24797.99,-1.08,227,109.24,2,8,0,0,0,0.037,0
SMB_EU_003663,DE,E-commerce,17,12606.44,-12.26,122,103.33,1,9,1,0,0,0.169,1
SMB_EU_003664,DE,Retail,10,7101.41,-0.95,40,177.54,1,13,1,0,1,0.08,0
SMB_EU_003665,IT,E-commerce,25,23192.03,-12.84,132,175.7,2,10,2,0,1,0.041,0
SMB_EU_003666,NL,Services,55,4432.84,1.62,15,295.52,4,17,0,2,5,0.131,0
SMB_EU_003667,ES,Retail,57,2511.54,14.95,23,109.2,2,12,0,0,1,0.106,0
SMB_EU_003668,DE,Retail,14,10714.56,-51.06,57,187.97,2,8,1,1,0,0.043,1
SMB_EU_003669,DE,Services,29,3069.4,-44.88,25,122.78,4,7,1,0,1,0.034,0
SMB_EU_003670,NL,Services,15,3957.18,0.74,17,232.78,1,10,1,0,1,0.079,0
SMB_EU_003671,FR,E-commerce,20,35973.14,-11.52,216,166.54,1,11,0,1,1,0.04,0
SMB_EU_003672,DE,Hospitality,25,5536.55,0.48,25,221.46,4,12,2,2,1,0.028,0
SMB_EU_003673,ES,E-commerce,18,15015.62,4.81,97,154.8,2,11,1,0,0,0.04,0
SMB_EU_003674,DE,Retail,1,10861.69,-32.16,53,204.94,1,5,0,0,0,0.083,0
SMB_EU_003675,IT,E-commerce,74,20312.79,10.35,111,183.0,3,14,0,1,1,0.043,0
SMB_EU_003676,FR,Hospitality,16,3456.45,-57.94,21,164.59,3,8,0,1,2,0.019,0
SMB_EU_003677,DE,Subscription,15,8680.21,-0.34,44,197.28,1,16,0,1,3,0.068,0
SMB_EU_003678,FR,Retail,14,8175.43,-9.89,50,163.51,2,7,2,1,2,0.044,0
SMB_EU_003679,ES,E-commerce,7,17659.37,-8.28,69,255.93,1,14,2,1,2,0.031,0
SMB_EU_003680,FR,E-commerce,75,17842.5,25.41,94,189.81,2,11,3,1,2,0.043,0
SMB_EU_003681,ES,E-commerce,26,70846.46,-34.18,254,278.92,3,8,1,1,1,0.116,1
SMB_EU_003682,DE,Retail,37,3950.83,13.57,31,127.45,1,9,0,0,1,0.093,0
SMB_EU_003683,ES,E-commerce,34,27007.25,-21.17,258,104.68,3,9,0,1,1,0.113,1
SMB_EU_003684,FR,Services,18,10170.22,9.3,62,164.04,3,5,0,0,0,0.081,0
SMB_EU_003685,IT,Hospitality,26,8064.16,6.26,67,120.36,1,8,0,0,0,0.246,0
SMB_EU_003686,IT,E-commerce,43,10153.93,3.82,61,166.46,2,9,2,0,1,0.202,0
SMB_EU_003687,UK,E-commerce,8,40725.36,16.61,324,125.7,2,12,1,0,2,0.107,0
SMB_EU_003688,FR,E-commerce,20,4026.35,2.35,15,268.42,2,8,0,0,3,0.06,0
SMB_EU_003689,DE,E-commerce,22,9955.15,34.28,49,203.17,4,7,1,0,1,0.127,0
SMB_EU_003690,DE,Services,17,10099.11,14.41,53,190.55,1,12,0,0,1,0.08,0
SMB_EU_003691,ES,Subscription,17,7207.76,-17.09,28,257.42,1,18,2,0,1,0.079,0
SMB_EU_003692,NL,E-commerce,30,39092.43,-2.65,360,108.59,3,10,2,0,3,0.036,0
SMB_EU_003693,ES,E-commerce,63,6055.5,5.96,23,263.28,2,16,0,0,1,0.062,0
SMB_EU_003694,FR,Services,36,2565.56,0.67,14,183.25,4,7,0,0,1,0.095,0
SMB_EU_003695,FR,E-commerce,14,10903.32,10.3,99,110.13,1,6,0,0,3,0.082,0
SMB_EU_003696,DE,Hospitality,120,7707.54,11.96,30,256.92,2,12,2,0,3,0.121,0
SMB_EU_003697,UK,Retail,64,7002.24,-20.39,39,179.54,2,12,1,0,0,0.038,0
SMB_EU_003698,IT,Services,18,3725.49,19.22,17,219.15,3,16,1,1,0,0.013,0
SMB_EU_003699,UK,E-commerce,64,35173.33,-7.45,127,276.96,2,7,0,0,1,0.079,0
SMB_EU_003700,FR,Services,30,12397.62,-8.94,45,275.5,3,6,1,0,1,0.018,0
SMB_EU_003701,IT,Services,10,3899.35,-8.99,14,278.53,1,12,0,0,0,0.056,0
SMB_EU_003702,IT,Retail,59,2867.9,12.13,17,168.7,2,7,2,0,1,0.075,0
SMB_EU_003703,FR,Services,14,1370.19,-55.8,6,228.36,1,9,1,1,3,0.171,1
SMB_EU_003704,UK,Services,37,5771.96,-41.3,44,131.18,4,4,0,0,2,0.111,0
SMB_EU_003705,UK,E-commerce,29,22234.02,-6.36,85,261.58,1,6,1,1,2,0.082,0
SMB_EU_003706,UK,Retail,39,8308.18,-26.92,54,153.86,2,6,1,1,1,0.037,0
SMB_EU_003707,ES,Retail,79,7666.78,-12.63,42,182.54,1,7,0,2,0,0.073,0
SMB_EU_003708,FR,E-commerce,26,9256.49,-18.59,34,272.25,4,7,1,0,1,0.016,0
SMB_EU_003709,FR,E-commerce,10,22221.01,-4.04,86,258.38,2,7,1,1,0,0.071,1
SMB_EU_003710,UK,Hospitality,15,16422.8,9.96,57,288.12,4,13,0,0,0,0.101,0
SMB_EU_003711,DE,Retail,9,2115.55,8.31,13,162.73,1,10,1,0,1,0.145,1
